sample_type,anchor_text,positive_text,repeat_weight,reason_category,reason_source_field,reason_source_text,Q1,A1,Q2,session_id,Q1_row,Q2_row,distance,relation_type,dep_reason,thought_process,label,done
positive,请问最近股价大跌是否与重组不成功有关？ 尊敬的投资者您好，感谢您的提问。二级市场股价受到多重因素影响，具有一定的不确定性。公司重组工作正在稳步推进中，本次发行股份购买资产并募集配套资金暨关联交易事项尚需上交所审核通过并报中国证监会注册，能否审核通过、完成注册及最终审核通过、完成注册的时间尚存在不确定性。敬请关注公司后续披露的公告并注意投资风险。谢谢！,你好，董事长，贵公司对于本次重组是否有信心？,2,restructuring,dep_reason,Q2围绕A1中重组进行状态继续追问董事长信心，属于对同一事项的细化补充。,请问最近股价大跌是否与重组不成功有关？,尊敬的投资者您好，感谢您的提问。二级市场股价受到多重因素影响，具有一定的不确定性。公司重组工作正在稳步推进中，本次发行股份购买资产并募集配套资金暨关联交易事项尚需上交所审核通过并报中国证监会注册，能否审核通过、完成注册及最终审核通过、完成注册的时间尚存在不确定性。敬请关注公司后续披露的公告并注意投资风险。谢谢！,你好，董事长，贵公司对于本次重组是否有信心？,600610_2023,2,6,4,Elaboration,Q2围绕A1中重组进行状态继续追问董事长信心，属于对同一事项的细化补充。,,,1
positive,在今年房地产调控的形势下公司经营上有何调整？怎样渡过寒冬? 2012年公司房地产主要开发方向是上城?国际商业广场项目和净月的低密度住宅区，同时启动烟台国际商业广场和北京天竺杨林公寓的建设。商业地产的开发，一方面提升产品的形象，另外一方面，在住宅房地产遭受严重政策风险时，可转移部分系统性风险；国际商业广场是非住宅的商业项目，它的建成即可以为原有的“上城园区”提升档次，同时也可以避开政策对于商品房调控政策；净月的低密度住宅区，是公司在长春的又一高品质的形象示范区，不仅延续了公司的高档精品的理念，同时也是公司新的利润增长点所在。谢谢,"请问执行总裁:汪清,近来国内地产萎靡，请问公司今年有何突破口实现业绩翻红？",2,performance_governance,dep_reason,Q2承接A1中提到的调整方向，追问具体突破口和业绩翻红措施。,在今年房地产调控的形势下公司经营上有何调整？怎样渡过寒冬?,2012年公司房地产主要开发方向是上城?国际商业广场项目和净月的低密度住宅区，同时启动烟台国际商业广场和北京天竺杨林公寓的建设。商业地产的开发，一方面提升产品的形象，另外一方面，在住宅房地产遭受严重政策风险时，可转移部分系统性风险；国际商业广场是非住宅的商业项目，它的建成即可以为原有的“上城园区”提升档次，同时也可以避开政策对于商品房调控政策；净月的低密度住宅区，是公司在长春的又一高品质的形象示范区，不仅延续了公司的高档精品的理念，同时也是公司新的利润增长点所在。谢谢,"请问执行总裁:汪清,近来国内地产萎靡，请问公司今年有何突破口实现业绩翻红？",600734_2011,30,35,5,Elaboration,Q2承接A1中提到的调整方向，追问具体突破口和业绩翻红措施。,,,1
positive,"近三年内公司的经营业绩如何,是否亏损? 最近三年“归属于上市公司股东的净利润”为：2009年116,480,986.28元；2010年26,679,051.92元；2011年139,693,890.00元。",业绩那么好为什么都不分红？,1,disclosure_detail,dep_reason,Q2依据A1披露的净利润数据追问不分红原因。,"近三年内公司的经营业绩如何,是否亏损?","最近三年“归属于上市公司股东的净利润”为：2009年116,480,986.28元；2010年26,679,051.92元；2011年139,693,890.00元。",业绩那么好为什么都不分红？,600734_2011,40,44,4,Elaboration,Q2依据A1披露的净利润数据追问不分红原因。,,,1
positive,实达会退市吗？怎么股票走的这么差。 公司已连续几年实现盈利。影响公司股价的因素很多，除了公司经营情况外，还包括国家政策、大盘走势等诸多因素。谢谢,业绩那么好为什么都不分红？,2,shareholder_return,dep_reason,Q2针对A1中“连续几年实现盈利”的内容，质疑为何不分红。,实达会退市吗？怎么股票走的这么差。,公司已连续几年实现盈利。影响公司股价的因素很多，除了公司经营情况外，还包括国家政策、大盘走势等诸多因素。谢谢,业绩那么好为什么都不分红？,600734_2011,43,44,1,Challenge,Q2针对A1中“连续几年实现盈利”的内容，质疑为何不分红。,,,1
positive,2亿的关联交易有具体的执行计划吗？ 感谢您对公司的关注与支持，关于关联交易方面执行情况，公司将按照信披规则在定期报告予以披露。,公司资产入驻一直没有通报过流程。是否对存在信息披露违规！,1,disclosure_detail,dep_reason,Q2针对A1未披露具体执行计划，质疑信息披露违规。,2亿的关联交易有具体的执行计划吗？,感谢您对公司的关注与支持，关于关联交易方面执行情况，公司将按照信披规则在定期报告予以披露。,公司资产入驻一直没有通报过流程。是否对存在信息披露违规！,600734_2021,3,6,3,Challenge,Q2针对A1未披露具体执行计划，质疑信息披露违规。,,,1
positive,请问什么时候能落实资产注入？ 尊敬的投资者，您好！感谢您对公司的关注。根据《重整计划》，公司控股股东及其指定的主体将在符合相关法律法规的前提下，将其合法拥有或管理的优质资产或者实达集团股东大会认可的其他优质资产适时注入实达集团。若涉及该事项相关进展，公司将及时按照信披规则及时履行信披义务。,公司资产入驻一直没有通报过流程。是否对存在信息披露违规！,1,disclosure_detail,dep_reason,Q2针对A1所述将及时信披的承诺，质疑资产入驻流程一直未通报，指责可能存在信息披露违规。,请问什么时候能落实资产注入？,尊敬的投资者，您好！感谢您对公司的关注。根据《重整计划》，公司控股股东及其指定的主体将在符合相关法律法规的前提下，将其合法拥有或管理的优质资产或者实达集团股东大会认可的其他优质资产适时注入实达集团。若涉及该事项相关进展，公司将及时按照信披规则及时履行信披义务。,公司资产入驻一直没有通报过流程。是否对存在信息披露违规！,600734_2021,4,6,2,Challenge,Q2针对A1所述将及时信披的承诺，质疑资产入驻流程一直未通报，指责可能存在信息披露违规。,,,1
positive,公司最新经营及业绩情况如何？ 尊敬的投资者，您好！截至23年第一季度公司实现营业收入3585万元，净利润1032万元。,对2023年及未来利润率走势如何判断？有何举措？,2,strategy_planning,dep_reason,Q2基于A1中的营收和净利润数据，进一步追问对未来利润率的判断及举措。,公司最新经营及业绩情况如何？,尊敬的投资者，您好！截至23年第一季度公司实现营业收入3585万元，净利润1032万元。,对2023年及未来利润率走势如何判断？有何举措？,600734_2022,1,3,2,Elaboration,Q2基于A1中的营收和净利润数据，进一步追问对未来利润率的判断及举措。,,,1
positive,公司频繁被立案调查，公司经营是否异常？是否面临退市风险？ 尊敬的投资者，您好！2023年5月立案调查属于公司破产重整前的历史遗留事项。公司目前经营正常，不存在退市风险的情形，感谢您对公司的关注。,目前公司已处在边缘地带了，是否有机会实现逆风翻盘呢？,2,performance_governance,dep_reason,Q2针对A1中“经营正常”的表述质疑公司实际处于边缘地带，并追问逆风翻盘机会。,公司频繁被立案调查，公司经营是否异常？是否面临退市风险？,尊敬的投资者，您好！2023年5月立案调查属于公司破产重整前的历史遗留事项。公司目前经营正常，不存在退市风险的情形，感谢您对公司的关注。,目前公司已处在边缘地带了，是否有机会实现逆风翻盘呢？,600734_2022,4,7,3,Challenge,Q2针对A1中“经营正常”的表述质疑公司实际处于边缘地带，并追问逆风翻盘机会。,,,1
positive,公司之前无法摘帽原因是无持续经营盈利能力。现在公司业务正常半年报呈现盈利指标。公司什么时候申请摘帽？ 尊敬的投资者，您好！公司将在符合条件时及时申请摘帽。感谢您对公司的关注，谢谢。,收购星云大数据有没有具体时间表？2023年三季度业绩预期多少？ST实达有没有具体摘帽安排？,1,disclosure_detail,dep_reason,Q2继续追问ST实达摘帽具体安排，针对A1未给出具体时间的回避回答，重复追问同一事项。,公司之前无法摘帽原因是无持续经营盈利能力。现在公司业务正常半年报呈现盈利指标。公司什么时候申请摘帽？,尊敬的投资者，您好！公司将在符合条件时及时申请摘帽。感谢您对公司的关注，谢谢。,收购星云大数据有没有具体时间表？2023年三季度业绩预期多少？ST实达有没有具体摘帽安排？,600734_2023,1,2,1,Complaint,Q2继续追问ST实达摘帽具体安排，针对A1未给出具体时间的回避回答，重复追问同一事项。,,,1
positive,收购星云大数据有没有具体时间表？2023年三季度业绩预期多少？ST实达有没有具体摘帽安排？ 尊敬的投资者，您好！1）公司目前已启动收购星云大数据项目，相关工作正在积极开展中，因为涉及多方，力争尽快完成，若涉及重大事项进展，公司将及时按照信披规则履行信披义务。2）公司2023年三季报将于10月31日披露，敬请关注。3）公司将对照《上海证券交易所股票上市规则》相关规定逐项排查，在符合申请撤销其他风险警示的条件时，及时申请撤销股票退市风险警示。感谢您对公司的关注。,立案调查现在有结果了吗，公司什么时候能申请摘帽,1,disclosure_detail,dep_reason,Q2针对A1未给出摘帽具体时间的模糊回答，继续追问具体申请时间，并关联立案调查进展，是明显的催促和追问。,收购星云大数据有没有具体时间表？2023年三季度业绩预期多少？ST实达有没有具体摘帽安排？,尊敬的投资者，您好！1）公司目前已启动收购星云大数据项目，相关工作正在积极开展中，因为涉及多方，力争尽快完成，若涉及重大事项进展，公司将及时按照信披规则履行信披义务。2）公司2023年三季报将于10月31日披露，敬请关注。3）公司将对照《上海证券交易所股票上市规则》相关规定逐项排查，在符合申请撤销其他风险警示的条件时，及时申请撤销股票退市风险警示。感谢您对公司的关注。,立案调查现在有结果了吗，公司什么时候能申请摘帽,600734_2023,2,4,2,Complaint,Q2针对A1未给出摘帽具体时间的模糊回答，继续追问具体申请时间，并关联立案调查进展，是明显的催促和追问。,,,1
positive,23年年报问询的几个问题，目前已经整理好几个问题的回访内容了？是否会二次延期？本次摘帽申请是否会撤回？ 尊敬的投资者，您好！公司目前正积极推进《问询函》的回复工作，将尽快回复并及时履行信息披露义务。相关事项敬请关注公司公告，谢谢。,今年是否会重启星云数据收购计划？本次的问询是否会二次延期？,2,answer_pressure,dep_reason,Q2中“本次的问询是否会二次延期”重复追问A1未正面回答的同一问题，构成交互依赖催促。,23年年报问询的几个问题，目前已经整理好几个问题的回访内容了？是否会二次延期？本次摘帽申请是否会撤回？,尊敬的投资者，您好！公司目前正积极推进《问询函》的回复工作，将尽快回复并及时履行信息披露义务。相关事项敬请关注公司公告，谢谢。,今年是否会重启星云数据收购计划？本次的问询是否会二次延期？,600734_2023,6,9,3,Complaint,Q2中“本次的问询是否会二次延期”重复追问A1未正面回答的同一问题，构成交互依赖催促。,,,1
positive,今年是否会重启星云数据收购计划？本次的问询是否会二次延期？ 尊敬的投资者，您好！公司与控股股东保持积极沟通协商，努力推进资产注入事项。公司目前正积极推进《问询函》的回复工作，将尽快回复并及时履行信息披露义务。相关事项敬请关注公司公告，谢谢。,请问星云大数据注入计划进度如何了？,2,restructuring,dep_reason,Q2针对A1中提到的资产注入事项继续追问具体进度。,今年是否会重启星云数据收购计划？本次的问询是否会二次延期？,尊敬的投资者，您好！公司与控股股东保持积极沟通协商，努力推进资产注入事项。公司目前正积极推进《问询函》的回复工作，将尽快回复并及时履行信息披露义务。相关事项敬请关注公司公告，谢谢。,请问星云大数据注入计划进度如何了？,600734_2023,9,12,3,Elaboration,Q2针对A1中提到的资产注入事项继续追问具体进度。,,,1
positive,公司目前储备的算力项目有哪些? 尊敬的投资者，您好！公司已中标克融云智算中心一期二标段项目，建设2000P算力规模，为克融云智算中心提供计算服务器、网络、安全等配套设备，以及算力调度平台、主数据管理平台、训推一体平台AIOS、设备全生命周期管理系统等；与百川智能联合中标福州市鼓楼智算中心一期建设及算力服务承销项目，建设不低于200P规模的算力平台，建设内容主要包含智算中心AI硬件基础设施、算力调度平台、云管平台和运维管理平台等，公司主要负责该智算中心的设计、建设、算力服务承销等工作。感谢您对公司的关注，谢谢。,公司今年中标几个项目，为什么没有同步进行公告？,1,disclosure_detail,dep_reason,Q2针对A1中提及的中标项目未公告进行质疑催促。,公司目前储备的算力项目有哪些?,尊敬的投资者，您好！公司已中标克融云智算中心一期二标段项目，建设2000P算力规模，为克融云智算中心提供计算服务器、网络、安全等配套设备，以及算力调度平台、主数据管理平台、训推一体平台AIOS、设备全生命周期管理系统等；与百川智能联合中标福州市鼓楼智算中心一期建设及算力服务承销项目，建设不低于200P规模的算力平台，建设内容主要包含智算中心AI硬件基础设施、算力调度平台、云管平台和运维管理平台等，公司主要负责该智算中心的设计、建设、算力服务承销等工作。感谢您对公司的关注，谢谢。,公司今年中标几个项目，为什么没有同步进行公告？,600734_2024,4,9,5,Complaint,Q2针对A1中提及的中标项目未公告进行质疑催促。,,,1
positive,公司下半年业绩如何?是否有中标或正在进行中的项目? 尊敬的投资者，您好！公司已中标新疆克拉玛依克融云智算中心一期二标段项目，与百川智能联合中标福州市鼓楼智算中心一期建设及算力服务承销项目等。感谢您对公司的关注，谢谢。,公司今年中标几个项目，为什么没有同步进行公告？,1,disclosure_detail,dep_reason,Q2基于A1提到的中标项目质疑为何未同步公告。,公司下半年业绩如何?是否有中标或正在进行中的项目?,尊敬的投资者，您好！公司已中标新疆克拉玛依克融云智算中心一期二标段项目，与百川智能联合中标福州市鼓楼智算中心一期建设及算力服务承销项目等。感谢您对公司的关注，谢谢。,公司今年中标几个项目，为什么没有同步进行公告？,600734_2024,5,9,4,Challenge,Q2基于A1提到的中标项目质疑为何未同步公告。,,,1
positive,请问三季度中标合同能公示吗 尊敬的投资者，您好！按照相关规定，公司日常业务5亿以上才达到披露标准，后续如有项目达到信披标准，公司将根据相关法律法规要求及时履行披露义务。感谢您对公司的关注，谢谢。,公司今年中标几个项目，为什么没有同步进行公告？,1,disclosure_detail,dep_reason,Q2针对A1披露标准解释，质疑未公告原因。,请问三季度中标合同能公示吗,尊敬的投资者，您好！按照相关规定，公司日常业务5亿以上才达到披露标准，后续如有项目达到信披标准，公司将根据相关法律法规要求及时履行披露义务。感谢您对公司的关注，谢谢。,公司今年中标几个项目，为什么没有同步进行公告？,600734_2024,6,9,3,Challenge,Q2针对A1披露标准解释，质疑未公告原因。,,,1
positive,"公司今年在福州鼓楼成立的合资公司,主要开展什么业务?有落地的项目吗? 尊敬的投资者，您好！公司与福州市鼓楼区城建投资发展集团有限公司、福州市鼓楼区国有资产投资发展集团有限公司共同成立合资公司，拟开展算力、智慧教育等业务。目前鼓楼合资公司于2024年8月份刚成立，现阶段正组建团队、搭建服务平台，稳步推进各项业务的拓展工作。感谢您对公司的关注，谢谢。",算力业务的盈利模式是什么,2,performance_governance,dep_reason,Q2针对A1中提到的“算力”业务追问盈利模式，对象直接来自A1。,"公司今年在福州鼓楼成立的合资公司,主要开展什么业务?有落地的项目吗?",尊敬的投资者，您好！公司与福州市鼓楼区城建投资发展集团有限公司、福州市鼓楼区国有资产投资发展集团有限公司共同成立合资公司，拟开展算力、智慧教育等业务。目前鼓楼合资公司于2024年8月份刚成立，现阶段正组建团队、搭建服务平台，稳步推进各项业务的拓展工作。感谢您对公司的关注，谢谢。,算力业务的盈利模式是什么,600734_2024,8,11,3,Elaboration,Q2针对A1中提到的“算力”业务追问盈利模式，对象直接来自A1。,,,1
positive,贵公司在半年报中承诺注入星云大数据，请问注入的最后截至时间是何时，请回答 尊敬的投资者，您好！资产注入无承诺期限，交易双方一直高度重视资产注入事项，控股股东将积极履行相关承诺，公司也同步加紧推动该事项，相关情况敬请关注公司公告。感谢您对公司的关注，谢谢。,资产注入是否有承诺时间?目前进展如何?,1,disclosure_detail,dep_reason,Q2针对A1中“无承诺期限”的说法追问是否有承诺时间及进展，质疑A1与Q1中承诺的矛盾。,贵公司在半年报中承诺注入星云大数据，请问注入的最后截至时间是何时，请回答,尊敬的投资者，您好！资产注入无承诺期限，交易双方一直高度重视资产注入事项，控股股东将积极履行相关承诺，公司也同步加紧推动该事项，相关情况敬请关注公司公告。感谢您对公司的关注，谢谢。,资产注入是否有承诺时间?目前进展如何?,600734_2024,10,12,2,Challenge,Q2针对A1中“无承诺期限”的说法追问是否有承诺时间及进展，质疑A1与Q1中承诺的矛盾。,,,1
positive,资产注入是否有承诺时间?目前进展如何? 尊敬的投资者，您好！资产注入没有承诺期限，但交易双方一直高度重视资产注入事项，控股股东将积极履行相关承诺，公司也在同步加紧推动该事项，相关情况敬请关注公司公告。感谢您对公司的关注，谢谢。,证监会以及其他省份都在积极推进重组，很多公司积极响应已正式启动重组。贵公司对中小股民几年前就承诺重组，股民把大把的银子投入公司换来今天的实达摘帽，公司为何迟迟没有动作？,1,disclosure_detail,dep_reason,Q2针对A1中承诺履行无实质进展进行质疑和催促。,资产注入是否有承诺时间?目前进展如何?,尊敬的投资者，您好！资产注入没有承诺期限，但交易双方一直高度重视资产注入事项，控股股东将积极履行相关承诺，公司也在同步加紧推动该事项，相关情况敬请关注公司公告。感谢您对公司的关注，谢谢。,证监会以及其他省份都在积极推进重组，很多公司积极响应已正式启动重组。贵公司对中小股民几年前就承诺重组，股民把大把的银子投入公司换来今天的实达摘帽，公司为何迟迟没有动作？,600734_2024,12,13,1,Challenge,Q2针对A1中承诺履行无实质进展进行质疑和催促。,,,1
positive,请问尊敬的李女士，贵公司目前财务状况健康积极发展，是否具备整合星云大数据的条件啦？ 尊敬的投资者，您好！公司与控股股东正积极推进资产注入计划，若涉及相关事项敬请关注公告，感谢您对公司的关注，谢谢。,尊敬的雷董事长好，我是实达长期的投资股东，认可贵企业的发展规划和方向。请问，贵公司，针对实达集团未来的资产规划是什么？关于贵公司资产注入目前的状况到哪一步了？目前是否遇到了什么困难？谢谢。,1,disclosure_detail,dep_reason,Q2针对A1中的资产注入计划追问规划和进展。,请问尊敬的李女士，贵公司目前财务状况健康积极发展，是否具备整合星云大数据的条件啦？,尊敬的投资者，您好！公司与控股股东正积极推进资产注入计划，若涉及相关事项敬请关注公告，感谢您对公司的关注，谢谢。,尊敬的雷董事长好，我是实达长期的投资股东，认可贵企业的发展规划和方向。请问，贵公司，针对实达集团未来的资产规划是什么？关于贵公司资产注入目前的状况到哪一步了？目前是否遇到了什么困难？谢谢。,600734_2024,14,19,5,Elaboration,Q2针对A1中的资产注入计划追问规划和进展。,,,1
positive,请问供公司：1、公司在人工智能、数据要素等业务有啥优势和布局。2、作为国资控股的上市公司，在整合资源方面有哪些竞争优势。3、公司此前终止的注入资产战略，下一步是否会继续推进？还有其它别的并购重组的计划吗？4、公司未来的远景规划和战略目标是什么？ 尊敬的投资者，您好！公司依据控股股东背景优势地位，可实现生态资源共享等优势，具体布局和远景规划请关注公司披露的定期报告。公司与控股股东积极推进注入资产计划，若涉及相关事项敬请关注公告。公司致力于提升经营业绩和内在价值，努力回报广大投资者。感谢您对公司的关注。,1、星云整合事宜进展如何，之前回复的积极协商属于没有意义的回复，能否告知沟通到哪个流程了？可以的话告知预计多久能进入正式的资产注入程序？2.公司2024年能完成3亿元营收新规吗？,2,answer_pressure,dep_reason,Q2明确针对A1对注入资产计划的笼统回复，批评'没有意义'并追问具体流程和时间。,请问供公司：1、公司在人工智能、数据要素等业务有啥优势和布局。2、作为国资控股的上市公司，在整合资源方面有哪些竞争优势。3、公司此前终止的注入资产战略，下一步是否会继续推进？还有其它别的并购重组的计划吗？4、公司未来的远景规划和战略目标是什么？,尊敬的投资者，您好！公司依据控股股东背景优势地位，可实现生态资源共享等优势，具体布局和远景规划请关注公司披露的定期报告。公司与控股股东积极推进注入资产计划，若涉及相关事项敬请关注公告。公司致力于提升经营业绩和内在价值，努力回报广大投资者。感谢您对公司的关注。,1、星云整合事宜进展如何，之前回复的积极协商属于没有意义的回复，能否告知沟通到哪个流程了？可以的话告知预计多久能进入正式的资产注入程序？2.公司2024年能完成3亿元营收新规吗？,600734_2024,27,28,1,Complaint,Q2明确针对A1对注入资产计划的笼统回复，批评'没有意义'并追问具体流程和时间。,,,1
positive,请问供公司：1、公司在人工智能、数据要素等业务有啥优势和布局。2、作为国资控股的上市公司，在整合资源方面有哪些竞争优势。3、公司此前终止的注入资产战略，下一步是否会继续推进？还有其它别的并购重组的计划吗？4、公司未来的远景规划和战略目标是什么？ 尊敬的投资者，您好！公司依据控股股东背景优势地位，可实现生态资源共享等优势，具体布局和远景规划请关注公司披露的定期报告。公司与控股股东积极推进注入资产计划，若涉及相关事项敬请关注公告。公司致力于提升经营业绩和内在价值，努力回报广大投资者。感谢您对公司的关注。,近期政策大力鼓励并购重组，公司是否有这方面的计划？,2,restructuring,dep_reason,Q2针对A1中提及的注入资产计划进一步追问公司是否有并购重组计划。,请问供公司：1、公司在人工智能、数据要素等业务有啥优势和布局。2、作为国资控股的上市公司，在整合资源方面有哪些竞争优势。3、公司此前终止的注入资产战略，下一步是否会继续推进？还有其它别的并购重组的计划吗？4、公司未来的远景规划和战略目标是什么？,尊敬的投资者，您好！公司依据控股股东背景优势地位，可实现生态资源共享等优势，具体布局和远景规划请关注公司披露的定期报告。公司与控股股东积极推进注入资产计划，若涉及相关事项敬请关注公告。公司致力于提升经营业绩和内在价值，努力回报广大投资者。感谢您对公司的关注。,近期政策大力鼓励并购重组，公司是否有这方面的计划？,600734_2024,27,30,3,Elaboration,Q2针对A1中提及的注入资产计划进一步追问公司是否有并购重组计划。,,,1
positive,"公司各项经营指标取得进一步突破，小微贷款同比增长近三成,为何股价跌破发行价 尊敬的投资者，您好。2021年作为公司第五轮三年发展战略规划开局落地工作取得不俗成绩：资产规模突破3000亿，达到3295亿元，同比增长15.55%；发展质效不断提升，净利润同比增长19.23%；资产质量稳中向好，不良贷款率较2021年初下降0.07个百分点至0.91%；风险抵补能力持续增强，拨备覆盖率达到370.64%，较2021年初上升2.61个百分点。公司普惠型小微企业贷款余额（银保监口径，含个人经营性贷款）444.35?亿元，较年初增加100.44?亿元，增幅29.20%。但公司股价走势受宏观环境、大盘指数波动、资金流动等诸多因素影响，当前银行业总体估值较低，公司的市盈率及市净率在银行业排名较为靠前。公司将致力于提升企业价值，以优异的业绩回报股东和社会。感谢关注。",现在股价到了历史底部，低于发行价，造成如此的主要原因是什么？,2,answer_pressure,dep_reason,Q2重复Q1的股价破发原因问题，针对A1笼统回应继续追问具体原因。,"公司各项经营指标取得进一步突破，小微贷款同比增长近三成,为何股价跌破发行价",尊敬的投资者，您好。2021年作为公司第五轮三年发展战略规划开局落地工作取得不俗成绩：资产规模突破3000亿，达到3295亿元，同比增长15.55%；发展质效不断提升，净利润同比增长19.23%；资产质量稳中向好，不良贷款率较2021年初下降0.07个百分点至0.91%；风险抵补能力持续增强，拨备覆盖率达到370.64%，较2021年初上升2.61个百分点。公司普惠型小微企业贷款余额（银保监口径，含个人经营性贷款）444.35?亿元，较年初增加100.44?亿元，增幅29.20%。但公司股价走势受宏观环境、大盘指数波动、资金流动等诸多因素影响，当前银行业总体估值较低，公司的市盈率及市净率在银行业排名较为靠前。公司将致力于提升企业价值，以优异的业绩回报股东和社会。感谢关注。,现在股价到了历史底部，低于发行价，造成如此的主要原因是什么？,601187_2021,9,11,2,Challenge,Q2重复Q1的股价破发原因问题，针对A1笼统回应继续追问具体原因。,,,1
positive,个人贷款目前余额和占比是什么情况？目前风险情况如何？ 尊敬的投资者，您好。2022年，个人贷款余额766.94亿元，增幅14.98%，在全行贷款总额中的占比38.27%，连续三年实现增长。我行重点发展个人消费和经营贷款，个人经营贷余额达到409.28亿元，增幅46.58%，个人消费贷款余额78.20亿元，增幅13.56%。个人贷款中消费和经营贷款占比持续提升，贷款结构进一步优化。目前我行个人贷款不良率为0.37%，在市场上处于较低水平。感谢关注。,贵行不良率趋势怎么样，第四季度会升高吗？,2,strategy_planning,dep_reason,Q2针对A1中提到的个人贷款不良率数据，继续追问其趋势和未来变化。,个人贷款目前余额和占比是什么情况？目前风险情况如何？,尊敬的投资者，您好。2022年，个人贷款余额766.94亿元，增幅14.98%，在全行贷款总额中的占比38.27%，连续三年实现增长。我行重点发展个人消费和经营贷款，个人经营贷余额达到409.28亿元，增幅46.58%，个人消费贷款余额78.20亿元，增幅13.56%。个人贷款中消费和经营贷款占比持续提升，贷款结构进一步优化。目前我行个人贷款不良率为0.37%，在市场上处于较低水平。感谢关注。,贵行不良率趋势怎么样，第四季度会升高吗？,601187_2022,2,6,4,Elaboration,Q2针对A1中提到的个人贷款不良率数据，继续追问其趋势和未来变化。,,,1
positive,2023年可转债可否顺利发行，后续资本运作是否有进一步的规划？ 尊敬的投资者，您好。根据注册制平移要求，我行可转债申请已于2023年3月2日获上交所受理，目前尚需上交所审核，以及中国证监会同意注册。感谢关注。,来自搜众财经（ID：jscaijing）的提问：1、尽管贵行的各项资本充足率指标均满足监管要求，但2022年与2021年相比，有明显下降。请问公司拟发行的50亿元可转债进展如何？今年是否可以完成发行？2、公司是否欢迎中小投资者、专业研究机构来贵行实地调研与高管互动，如近期有调研需求的话，采取何种方式与董秘或证代预约。,1,disclosure_detail,dep_reason,Q2的第一问直接追问A1中可转债的进展和今年能否完成发行，属于内容依赖。,2023年可转债可否顺利发行，后续资本运作是否有进一步的规划？,尊敬的投资者，您好。根据注册制平移要求，我行可转债申请已于2023年3月2日获上交所受理，目前尚需上交所审核，以及中国证监会同意注册。感谢关注。,来自搜众财经（ID：jscaijing）的提问：1、尽管贵行的各项资本充足率指标均满足监管要求，但2022年与2021年相比，有明显下降。请问公司拟发行的50亿元可转债进展如何？今年是否可以完成发行？2、公司是否欢迎中小投资者、专业研究机构来贵行实地调研与高管互动，如近期有调研需求的话，采取何种方式与董秘或证代预约。,601187_2022,12,16,4,Elaboration,Q2的第一问直接追问A1中可转债的进展和今年能否完成发行，属于内容依赖。,,,1
positive,在服务两岸金融方面，厦门银行有什么独特优势? 您好，感谢您的关注。本行多年来依托台资股东背景及区位优势，围绕个人、公司及同业构建全面的两岸金融业务体系，目前是福建省台企授信户数最多、针对台胞发放信用卡数量最多的金融机构。本行从总行、分行到支行搭建了完善的两岸金融服务组织架构，设立台商金融部、台商业务部等管理部门和台商专营团队、对台特色支行，为台胞台企提供专业化服务；创新推出薪速汇、资金大三通、两岸通速汇、台胞信用卡、台农贷、台商税易贷、台商流水贷等特色产品；与多家台湾银行同业建立业务关系，开展外汇及衍生品业务，与在陆台资银行合作为台资企业提供了银团贷款，切实保持并提升两岸金融业务的市场优势。未来，本行将围绕个人、公司及同业构建全面的两岸金融业务体系，持续创新台企台胞专属产品和服务，推动两岸交流合作，实现客户覆盖度和市场优势的持续提升。,您好！请问贵行能详细介绍一下近年来两岸金融业务的特色与亮点吗？未来具体有哪些战略举措？看到年报里披露数据较少，能否提供业务数据支撑？,1,disclosure_detail,dep_reason,Q2针对A1中已提及的业务特色和未来战略要求更详细说明与数据支撑。,在服务两岸金融方面，厦门银行有什么独特优势?,您好，感谢您的关注。本行多年来依托台资股东背景及区位优势，围绕个人、公司及同业构建全面的两岸金融业务体系，目前是福建省台企授信户数最多、针对台胞发放信用卡数量最多的金融机构。本行从总行、分行到支行搭建了完善的两岸金融服务组织架构，设立台商金融部、台商业务部等管理部门和台商专营团队、对台特色支行，为台胞台企提供专业化服务；创新推出薪速汇、资金大三通、两岸通速汇、台胞信用卡、台农贷、台商税易贷、台商流水贷等特色产品；与多家台湾银行同业建立业务关系，开展外汇及衍生品业务，与在陆台资银行合作为台资企业提供了银团贷款，切实保持并提升两岸金融业务的市场优势。未来，本行将围绕个人、公司及同业构建全面的两岸金融业务体系，持续创新台企台胞专属产品和服务，推动两岸交流合作，实现客户覆盖度和市场优势的持续提升。,您好！请问贵行能详细介绍一下近年来两岸金融业务的特色与亮点吗？未来具体有哪些战略举措？看到年报里披露数据较少，能否提供业务数据支撑？,601187_2023,4,9,5,Elaboration,Q2针对A1中已提及的业务特色和未来战略要求更详细说明与数据支撑。,,,1
